event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,5038,2289,0.06055385786217728,0.3131132743603226
1,5,1,0.15592398073708502,0.25531674906467056
2,1341,512,0.08285943731106166,0.29572443216368755
3,34704,7384,0.12873269717108696,0.3092033013873138
4,3502,894,0.049584659937552227,0.3960761396718894
5,3278,174,0.22686368859903586,0.3985449825122137
6,28638,13337,0.013405012322207092,0.28426081480934035
7,43,7,0.17548744839480024,0.285560482890611
8,5,4,0.09552101134520177,0.15930341869580916
9,396,323,0.02319217418166454,0.09035568821916451
10,180,41,0.08606424975798371,0.1681002164119826
11,57,53,0.02888395689928186,0.08222727233734194
12,158,53,0.10851617758074959,0.25706729002404916
13,4884,2565,0.036603448694850285,0.2388726585572999
14,1176,346,0.07518122753384572,0.3207305237164154
15,728,227,0.08782086871339459,0.2524700457767445
16,7338,2415,0.08711421266476291,0.33905925511681395
17,241,85,0.13707359010766443,0.26000038222625044
18,893,307,0.03448881005205019,0.26775349087435957
19,10948,929,0.18760969471487784,0.40390458098787846
20,5759,2544,0.06968830729874834,0.1894545071348911
21,48,33,0.07724209559221815,0.1309904393540915
22,54,50,0.024102924631397574,0.05755258755013691
23,2817,361,0.1673306852935992,0.38648113418594754
24,1,1,0.0676912440469584,0.11327583127770594
25,10673,1383,0.15976593825839402,0.33936610382060506
26,290,67,0.1312422878027144,0.3128256636398809
27,81,51,0.050612366136611464,0.08506431556206731
28,2541,791,0.09672017640527575,0.2836782784445343
29,522,168,0.08127473042027367,0.19492661082210386
30,50,34,0.016981882305388583,0.11417129930153129
31,1299,192,0.1723085097379314,0.3471124030172382
32,1,1,0.06663595903135118,0.11119422022766813
33,1805,613,0.14262932096988296,0.27149861848582074
34,2553,1563,0.0,0.1882124787643635
35,776,329,0.09614595869450317,0.25106244531346733
36,3086,1747,0.08099270647397191,0.3106578172734233
37,386,196,0.09493641404279109,0.159004116930255
38,87,69,0.07554991072979704,0.13109193778033582
39,66,44,0.0322794387728028,0.07827589561935984
40,505,26,0.20230614121762777,0.38728224800490624
41,27,12,0.1302996242275664,0.214085241914243
42,762,383,0.003298811804686237,0.2230206642017869
43,239,134,0.09765170588813937,0.16498979134612982
44,433,44,0.20588115880815028,0.3343848564453461
45,4427,2081,0.0317165089027582,0.290607586096143
46,7,2,0.10033661763324023,0.16651524235158735
47,98,39,0.09311328206213092,0.19446745655723516
48,1,1,0.06616738891381055,0.11083025149901873
49,2588,1595,0.033218072431849356,0.20073957831213085
50,11,10,0.05702328108696691,0.09721485040788304
51,1944,786,0.07250957922272358,0.19709121504199303
52,1305,811,0.01608183705311745,0.1906544588380014
53,1788,528,0.09633357722754306,0.21879312881877042
54,1536,199,0.1839902200229302,0.3959275827428724
