event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,23,15,0.05984162204368045,0.12285873449945046
1,3,1,0.15756011919828627,0.25626432750446976
2,1184,629,0.04039028475144399,0.28570880166106083
3,998,277,0.180428688075445,0.30120779610742016
4,4525,1954,0.1097566776905441,0.3166807562116803
5,5309,2585,0.03527163759393315,0.15318284614735989
6,1087,340,0.046801814244489204,0.23824590123081307
7,9,6,0.08419226681349927,0.1406947944037142
8,5918,1640,0.16685793966277673,0.3384860693989932
9,220,121,0.11057650668922878,0.200276665688356
10,8207,4226,0.02541170216294184,0.26447723629027803
11,15367,8356,0.0,0.1945727782687896
12,629,191,0.12094210672739655,0.24167210507296588
13,107,57,0.11464152059653963,0.18958255905926283
14,987,325,0.0,0.19981183553004528
15,0,0,0.05731529361091785,0.09739625700810084
16,2,1,0.050209599463949255,0.08507226269903577
17,28,17,0.023133607214002882,0.04517810159965954
18,446,70,0.13819359008053864,0.34727580482536485
19,1685,274,0.019172861877301967,0.24087360416140408
20,1155,178,0.17378350362170125,0.31227476426168577
21,78,66,0.018710105327704424,0.08751706729397848
22,2,2,0.08297683112038477,0.13813123416115197
23,109,66,0.07211155733516937,0.1621634224394835
24,576,82,0.18237484710691637,0.31204828648434746
25,3,3,0.053726175076876936,0.09013364704962996
26,1,0,0.1172447780269726,0.19229841706027623
27,3149,933,0.07297648983126291,0.37401734762366595
28,351,292,0.044587753628474065,0.1452910617082155
29,7352,2383,0.09833599665224177,0.23464103382639767
30,4869,2053,0.019688265238927218,0.4063437661857526
31,22,11,0.08914911377375277,0.14931131135704326
32,225,43,0.14992371931304896,0.26545341575080683
33,770,171,0.1644208001553407,0.339065735710627
34,183,23,0.15490636680018244,0.25436444549817644
35,941,661,0.0,0.14646458181342567
36,1763,1088,0.0,0.1594217773073825
37,112,32,0.10003289430335367,0.19826407481263408
38,332,278,0.04689580357035503,0.08777970202616278
39,100,76,0.038789342957239174,0.11157311932128032
40,84,65,0.0,0.0635949732047681
41,1210,360,0.115431644586899,0.22503622005246643
42,16258,3408,0.14506636346485188,0.3435824145937358
43,8693,2424,0.16718448220334403,0.3421134509795959
44,9734,3781,0.05738748894616305,0.2380896556640291
45,1494,569,0.0,0.22230037682214845
46,274,77,0.0,0.2815771507939617
47,3679,2746,0.0,0.13676867379380636
48,6313,1686,0.07684754914121378,0.28443491060068515
49,1571,830,0.06192102476518402,0.21541109319613205
50,19,13,0.09106445247457541,0.1588893476800132
51,14783,7384,0.11710735283116223,0.23873204317788663
52,14044,11173,0.01543002396493267,0.18335320703614616
53,180,117,0.06511147614203684,0.15003515049678312
54,757,209,0.11189693704962468,0.28723211508866875
55,88,67,0.029929478270975706,0.06734114128869086
56,325,185,0.05977759537603311,0.16239513496189922
57,178,73,0.06396987912774217,0.16950818093781134
58,11,1,0.22023150252122128,0.35385658759972477
59,140,75,0.10114855810789056,0.16921060117141126
60,40,29,0.09156069792326815,0.1526279962881507
61,471,85,0.16523236847980066,0.2983158788015906
62,513,187,0.15140539902770608,0.25008452564587647
63,10,5,0.11642939501632138,0.1910262607408908
64,25233,4084,0.09217980744075453,0.31282938114032105
65,1104,736,0.0,0.17425649238730226
66,1421,548,0.0620091191078139,0.2476412770222451
67,3366,1205,0.01088833092929563,0.23331497820439578
68,0,0,0.2026623578916773,0.3259270380145475
69,270,207,0.011138838316934229,0.12569298307470675
70,1775,105,0.19348977689455368,0.39085783812281943
71,291,195,0.08994538795899042,0.15719578603794732
72,3508,1905,0.0633652958184311,0.4156755856395383
73,17,2,0.16845840050920144,0.27432317408831136
74,1126,553,0.057542368092016204,0.2716814900750958
75,23,2,0.1872478317328881,0.3040065073062643
76,217,25,0.1418744894023459,0.27152569838082474
77,213,107,0.10296574516931709,0.19985069975497288
78,6447,2014,0.0292032261147557,0.3954342720931567
79,1708,432,0.0,0.3246853529198718
80,1402,649,0.05820862045916502,0.20527327684750327
81,1968,1539,0.04637893316252827,0.11959070530268119
82,1185,431,0.0,0.21241713388374103
83,445,211,0.021772952969795232,0.25820393165214256
84,632,351,0.07352848693499378,0.18838835561417328
85,3065,576,0.05760011976605103,0.24357319874526384
86,600,14,0.23033241967633936,0.39565816036370494
87,381,254,0.024687778269034635,0.12698951767102734
88,4206,1185,0.1217023197142428,0.24241216814168093
89,462,205,0.089679833101836,0.2560023815608136
90,1655,1207,0.0,0.126574787744279
91,7,0,0.15804013297933509,0.2574990641079713
92,129,99,0.06309849738680647,0.11499479659277238
93,769,208,0.12113435656110254,0.21346028863082595
94,1529,1062,0.007672308251762423,0.14119647761141674
95,527,288,0.0,0.1689317001084923
96,2604,1204,0.10903484235760433,0.26973409453962705
97,340,104,0.015925549552918535,0.24849193250508134
98,18176,3327,0.1435866672538936,0.3315488536209144
99,442,83,0.13846191449971545,0.27410671182405866
100,934,203,0.13127125541169352,0.2965212397132886
101,337,139,0.023454329655790952,0.2260363367755103
102,874,179,0.1264794478469766,0.3209117360640336
103,566,256,0.08660282632952701,0.272168538981478
104,5390,1779,0.029907809276897922,0.3429620380377709
105,374,250,0.02355786250722561,0.13536221185468994
106,3022,2528,0.10508162118879812,0.18546686275125768
107,1161,888,0.05812099056909587,0.12972093875374888
108,300,30,0.1834916687107794,0.3665014185010091
109,410,75,0.15206813400244382,0.25059830036891995
110,767,386,0.05570882841173514,0.17102439725946153
111,13302,6118,0.0,0.25427155815548436
112,1307,403,0.1287177231816815,0.22834197872126574
113,2678,702,0.07899137756112297,0.26153943250118267
114,3778,1130,0.0862653019767403,0.47007027679803304
115,650,338,0.08735707335451821,0.15789315587454442
116,586,121,0.12722411525385907,0.3789526968890688
117,142,53,0.06309203443925103,0.17346836835408952
118,1827,452,0.009840647441725598,0.29748825527496897
119,2387,972,0.033241890612320905,0.19819006252863525
120,816,607,0.07541392226205276,0.20248909373692864
121,1963,434,0.13424609978061192,0.3199753663881951
122,527,208,0.05359897000135936,0.2045296530553185
123,7835,946,0.05179109421176928,0.3367247445571727
124,1179,659,0.05515774284715702,0.15993193381432258
125,307,154,0.12396664992621612,0.20887953370483198
126,1163,486,0.050490956396303785,0.2973453488648323
127,260,61,0.14564416130983623,0.23897994127686528
128,11486,2265,0.14078289475300634,0.36848141394231493
129,54,43,0.0,0.07478121200442918
130,4635,1641,0.07311846026818064,0.24950563058136177
131,1826,379,0.1420052516236542,0.2674863617095616
132,1859,1018,0.04656110982570658,0.15881694368629806
133,829,423,0.10673802163130056,0.28245769403636933
134,2,1,0.07259993124151808,0.12197632495991188
135,14017,7730,0.0,0.2731351273280858
136,1445,366,0.074227992814125,0.3265795735337907
137,8,0,0.2418956778117479,0.38884467448675386
138,3989,1115,0.11116659117862827,0.3075421152540739
139,600,328,0.044957735965461085,0.17816862897405134
140,5114,1712,0.08946378605103529,0.20568071208162367
141,3321,1433,0.004403001439625165,0.1855202768610827
142,7810,3287,0.013877553248025877,0.14676811146700988
143,336,130,0.17836813462592793,0.2927717298910672
144,2819,1525,0.07718445922620899,0.1714189825422658
145,6719,1475,0.1510824844920583,0.2528057049716464
146,155,92,0.07624105609686126,0.15310744613372096
147,1700,1034,0.1011549856230989,0.18448843311289528
148,2804,2207,0.0,0.10554866586749234
149,826,527,0.0,0.15761720614091437
150,499,290,0.0460536793140898,0.18894898767229867
151,1642,580,0.07322308048881121,0.22012077159836727
152,942,487,0.0706065163987781,0.1922545889410046
153,641,100,0.18439253367181538,0.3279533405773428
154,546,165,0.006647534831334542,0.21559564137448173
155,1253,319,0.08517686956639914,0.2562633198796856
156,1044,320,0.0393276775776975,0.41926160948519464
157,1102,482,0.0934621358833781,0.2887804352994518
158,8,3,0.13646587305126623,0.22489844677882087
159,16081,7281,0.05035554816883742,0.18841849266939598
160,4132,1773,0.03426837912493552,0.3053363459916072
161,1001,411,0.1185856529597122,0.2350140916578068
162,918,259,0.036726819070534614,0.4402677893883516
163,11850,3321,0.1777983152917882,0.36207722568481104
164,10,8,0.03901555523638835,0.06730609215203495
165,494,224,0.02120872642977534,0.17835505543554134
166,5850,3072,0.09048284111150996,0.22783320578835234
167,1044,533,0.0,0.2355098579315868
168,545,228,0.0161814268285495,0.24526420475143593
169,20123,1945,0.17996055804765032,0.41468916481068735
170,1733,375,0.13799028667396662,0.27025505516120185
171,122,54,0.13434463460432394,0.22457726068080913
172,861,296,0.06515614826387493,0.23061685411139796
173,50,0,0.14607195767449788,0.23879605567015919
174,6688,1882,0.1201643651059366,0.29403411913258237
175,816,487,0.08713520116119551,0.19410856519776112
176,2,2,0.04060893072890604,0.07218510361056084
177,1188,644,0.0,0.15694766252920564
178,4296,1913,0.044158690984112854,0.19763059057149007
179,263,199,0.09131829115214536,0.15504412314515612
180,26160,10343,0.012138888946777773,0.263329035696683
181,2,0,0.1622414813330516,0.26327763042317254
182,8311,3599,0.0,0.25721226844174355
183,18,13,0.06754276273172298,0.1135648384753567
184,300,62,0.16321962390769693,0.2929745995879648
185,275,66,0.12066156297228976,0.3762997305143212
186,4920,2350,0.0766506108707688,0.21173471393913829
187,41,15,0.11639937929477286,0.22415323236081966
188,4802,2862,0.0,0.15996910944198403
189,69,14,0.17435488207394456,0.28284191298258354
190,698,616,0.04671565559568119,0.11248009716315652
191,446,143,0.11277487383759607,0.21478106005084183
192,22960,8058,0.06779658481520517,0.25182786364358356
193,1258,368,0.18251415310162428,0.5112781890634832
194,251,66,0.2016805178704509,0.36700502350680586
195,194,119,0.05883884757331835,0.16429741543081186
196,3000,374,0.1826389444447298,0.44025651211590644
197,245,8,0.203935839598741,0.33987426354061456
198,6642,4291,0.0,0.17012755236848381
199,3079,1126,0.03931678766573569,0.33503047015440823
