event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,3156,3103,0.05739819612875285,0.20505779943992375
1,13791,13791,0.17124777720659104,0.4298599618580844
2,2694,2689,0.0631488323701955,0.33127026186934977
3,14676,14560,0.007592817219563711,0.3320391369499488
4,290,287,0.04619986639041408,0.1553330421650525
5,10474,10415,0.016878794210212232,0.3144334038955343
6,6694,6601,0.005072534115831574,0.31741300605396155
7,755,720,0.06898317160985629,0.24015008895017725
8,36,36,0.10437056651229738,0.17211185034696083
9,4070,4005,0.04454043430244679,0.2153092599569506
10,611,611,0.09344889435316801,0.24815155513244977
11,263,256,0.030465227394369344,0.15189698356530693
12,14,13,0.0647627103760299,0.11126533221421428
13,211,211,0.08543763179315898,0.19002754989271942
14,45,45,0.0988314373653637,0.18682669182437464
15,1,1,0.13999451674496224,0.22814137380446228
16,4332,4318,0.0619219145573615,0.22427769868893102
17,2497,2497,0.18514222827384086,0.47902677764650387
18,1305,1304,0.09208386346466894,0.32480562329738855
19,2,2,0.09459981147623216,0.15627135392622116
20,363,327,0.05766444451222431,0.10182936817937302
21,1266,1263,0.07688120457207215,0.1952141204149696
22,3978,3928,0.0,0.24602417810395286
23,15423,15187,0.03982597680511978,0.19805411707975715
24,2,2,0.03126494957168828,0.055184422465392215
25,3866,3813,0.0,0.2512648139233876
26,4,4,0.1349712601845643,0.22117651786268644
27,4703,4605,0.04184349961156717,0.2534351780875863
28,0,0,0.0713617775456683,0.11953817744371538
29,1138,1127,0.059024387255404535,0.1673731652965191
30,107,107,0.16969159849165347,0.3094260921823841
31,543,543,0.13997727726338619,0.230169989872786
32,25306,25233,0.04085426485195498,0.2173474993654343
33,54,43,0.04609402363794259,0.07763283398339502
34,947,946,0.10441117822252834,0.1830628742803995
35,573,573,0.14926898886142262,0.3001604243322585
36,3029,3027,0.089901871136113,0.19790204584289395
37,1363,1360,0.057281643874572415,0.1961694074457304
38,359,357,0.11254931680934198,0.21505049124486011
39,7,6,0.06193220505634671,0.10474353815027694
40,132,124,0.07915489128069052,0.1368741988359761
41,218,217,0.11329372101106032,0.19992567443597023
42,722,721,0.13376935895516529,0.3879140397063907
43,406,405,0.09775247084530633,0.19186942762030162
44,8,8,0.057624000827785106,0.0986651375093831
45,1017,1016,0.09475550415760657,0.275682802942357
46,203,203,0.07951744384341435,0.2702723240621249
47,13537,13274,0.030420372480187616,0.29248457328362226
48,393,392,0.11063425726345204,0.21093190521273955
49,2775,2773,0.10245377907197593,0.3413631767330319
50,1958,1924,0.0,0.25903286084119675
51,636,623,0.0,0.2236237041777163
52,2,2,0.14816173090962514,0.2412798103260837
53,814,813,0.06511521558595967,0.3706778860747275
54,588,588,0.1628195970620323,0.26732969460048767
55,703,703,0.12797433756794688,0.3224668347012608
56,612,611,0.009472170196402676,0.1726279559357286
57,9835,9598,0.0,0.13395448024159498
